,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,votes,view,view_month,date
93,Mary Queen of Scots,"Heroine's Corridor > 4.  Gom Jabbar > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/119724020/mary-queen-of-scots,3.3,-1,Boulder,V3,1,20.0,43.423629999999996,-89.73765,3,364,12,"Oct11,2020"
94,The Urumi,Scarlet Macaw > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118632100/the-urumi,3.3,-1,Boulder,V3 R,1,,43.4265,-89.72653000000001,3,462,12,"Mar9,2020"
95,Bonamici Arete (aka Tequila),Tequila > 5. Monolith Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109325139/bonamici-arete-aka-tequila,3.3,-1,Boulder,V3 PG13,1,,43.42259,-89.72444,4,1036,10,"Aug7,2014"
96,Seams Fun,"5.  Nature Walk > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107256702/seams-fun,2.6,-1,Boulder,V2,1,,43.4249,-89.73602,16,628,4,"Aug22,2011"
97,Corner,05. Trail Side Boulder > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106509010/corner,2.4,-1,Boulder,V1-2,1,,43.4178,-89.73671,21,565,3,"Aug5,2009"
98,Roll Top,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118985706/roll-top,3.2,-1,Boulder,V2,1,,43.40436,-89.72961,5,670,19,"Jun4,2020"
99,Sygaldry,The Realm > Southwest Bluff (Sauk Hill) > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120055231/sygaldry,3.3,-1,Boulder,V3,1,,43.41321,-89.75761,4,470,17,"Dec10,2020"
100,Rhoads Rash,Dumpster Boulder > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106537970/rhoads-rash,2.5,-1,Boulder,V2,1,12.0,43.4203,-89.73666,17,558,3,"Sep7,2009"
101,Bunker Arete,The Bunker > 02. Horse Rampart Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106514045/bunker-arete,3.2,-1,Boulder,V3 PG13,1,,43.415729999999996,-89.72516,5,1043,6,"Aug11,2009"
102,On The Eve,On the Eve > 13. Mirror Talus > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/108404955/on-the-eve,3.1,-1,Boulder,V1,1,13.0,43.41867,-89.72621,7,602,5,"Oct25,2013"
103,Wednesday Nighter,Bulbous > 01. Balanced Rock Trail > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435565/wednesday-nighter,3.3,-1,Boulder,V1,1,,43.4145,-89.72334000000001,4,832,5,"May18,2009"
104,Welcome Crack 2,2. Welcome to the Lake! > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106921921/welcome-crack-2,2.0,-1,Boulder,V0,1,15.0,43.42737,-89.72684,29,670,4,"Oct12,2010"
105,Wild Turkey,2. Welcome to the Lake! > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106828217/wild-turkey,1.4,-1,Boulder,V0-,1,10.0,43.42737,-89.72684,40,1521,10,"Jul16,2010"
106,The Scoop,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106486204/the-scoop,2.6,-1,Boulder,V2,1,14.0,43.4,-89.74329,20,1742,10,"Jul12,2009"
107,Spotted Cow Left,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435429/spotted-cow-left,2.5,-1,Boulder,V3,1,,43.42157,-89.72333,19,927,5,"May18,2009"
108,Fantasticorner,Fantasticorner > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106597615/fantasticorner,2.8,-1,Boulder,V3,1,,43.42572,-89.72618,13,1324,8,"Nov10,2009"
109,Easy Arete,2. Leaning Tower/Tombstone Wall > 08. East Rampart > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435643/easy-arete,2.4,-1,Boulder,V0,1,,43.41383,-89.7149,20,1215,7,"May18,2009"
110,Low Hanging Fruit,"Peaches > 4.  Peaches and Castle in the Sky > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/107863241/low-hanging-fruit,2.5,-1,Boulder,V2,1,10.0,43.425740000000005,-89.73585,19,643,5,"Oct28,2012"
111,The Cellist,"1.  The Instrumentals > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118693810/the-cellist,3.0,-1,Boulder,V3,1,,43.42707,-89.73666999999999,7,570,15,"Mar24,2020"
112,Red Hair Arete,4. Show Me the Kind > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106413877/red-hair-arete,3.0,-1,Boulder,V3,1,15.0,43.42699,-89.72633,7,1627,10,"Apr24,2009"
113,Gills Booger,Gill's Booger > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107313515/gills-booger,3.0,-1,Boulder,V2,1,,43.4134,-89.71288,8,1082,8,"Oct3,2011"
114,Stinky Feesh,Greatest Bluff > 3. Greatest Show > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106488130/stinky-feesh,2.0,-1,Boulder,V3-,1,15.0,43.42563,-89.7246,27,1269,8,"Jul13,2009"
115,Right Crack,2. Leaning Tower/Tombstone Wall > 08. East Rampart > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435615/right-crack,2.3,-1,Boulder,V0,1,,43.41383,-89.7149,21,1336,8,"May18,2009"
116,Slab,05. Trail Side Boulder > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106509015/slab,2.3,-1,Boulder,V0-1,1,,43.4178,-89.73671,22,740,4,"Aug5,2009"
117,Surprise Party,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281528/surprise-party,3.0,-1,Boulder,V2,1,20.0,43.41005,-89.74219000000001,6,718,9,"Nov1,2016"
118,The Jug Haul,Burma Road > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106486223/the-jug-haul,2.1,-1,Boulder,V2,1,15.0,43.4,-89.74329,23,1685,10,"Jul12,2009"
119,Warm Up Face,1. East of Trail Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106478164/warm-up-face,2.1,-1,Boulder,V1,1,25.0,43.42252,-89.72391999999999,24,1533,9,"Jul2,2009"
120,Boulder Across from Pete's Pebble,Pete's Pebble > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106535302/boulder-across-from-petes-pebble,2.7,-1,Boulder,V2,1,,43.42116,-89.7354,13,697,4,"Sep3,2009"
121,Chemotaxis,The Lost and Found Boulders > 14. The Lost & Found (Neck Oil Wall) > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107575855/chemotaxis,2.6,-1,Boulder,V1,1,10.0,43.4179,-89.72497,13,538,4,"Apr24,2012"
122,Scary Slab,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107620307/scary-slab,3.0,-1,Boulder,V2,1,,43.42157,-89.72333,5,1203,9,"May22,2012"
123,Crack,4. Flatiron > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106573207/crack,3.0,-1,Boulder,V2,1,,43.41338,-89.71207,5,845,5,"Oct17,2009"
124,Broken Pottery Right,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106435469/broken-pottery-right,2.3,-1,Boulder,V3,1,,43.42157,-89.72333,19,1381,8,"May18,2009"
125,Imp Act Sit,Greatest Bluff > 3. Greatest Show > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118759359/imp-act-sit,2.5,-1,Boulder,V2,1,12.0,43.42563,-89.7246,15,425,12,"Apr13,2020"
126,The Thaw,5. Extinction Boulders > Ice Age Trail > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301756/the-thaw,3.0,-1,Boulder,V2,1,15.0,43.42371,-89.69259,4,575,10,"Apr26,2018"
127,Tonsillitis,Upper Slant Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109657472/tonsillitis,3.0,-1,Boulder,V2-3,1,12.0,43.4211,-89.73704000000001,4,904,9,"Oct31,2014"
128,Pleasant Surprise,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281504/pleasant-surprise,3.0,-1,Boulder,V3,1,20.0,43.41005,-89.74219000000001,4,614,8,"Nov1,2016"
129,Chair Bivy,Chair Bivy Buttress > West Bluff 03 - Cleo Amphitheater > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107655604/chair-bivy,3.0,-1,Boulder,5.8 V2,1,40.0,43.41741,-89.73806,4,1000,8,"Jun13,2012"
130,Out Of The Blue,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281516/out-of-the-blue,3.0,-1,Boulder,V3,1,20.0,43.41005,-89.74219000000001,4,572,7,"Nov1,2016"
131,Dyno,Fire Road Boulder > South of Fire Road > West Bluff Fire Road > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107825463/dyno,3.0,-1,Boulder,V3,1,,43.421859999999995,-89.74337,4,578,5,"Oct3,2012"
132,Thin Crack,2. Thin Man Corridor > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106420071/thin-crack,3.0,-1,Boulder,V0,1,,43.42248,-89.72426,4,707,4,"May1,2009"
133,Roll One Up,Purple Haze > 01. South Shore Talus > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107098014/roll-one-up,2.7,-1,Boulder,V3,1,11.0,43.41287,-89.72122,10,605,4,"Apr11,2011"
134,Sticky Arete,Flux > 06. West of CCC Trail > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107293602/sticky-arete,2.4,-1,Boulder,V3,1,,43.41264,-89.71206,17,1142,8,"Sep19,2011"
135,Spotted Cow Far Left,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106510120/spotted-cow-far-left,2.0,-1,Boulder,V2,1,,43.42157,-89.72333,24,937,6,"Aug6,2009"
136,Watermarks Traverse,2.  Balanced Rock Wall > East Bluff 06 - Balanced Rock > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118759336/watermarks-traverse,3.0,-1,Boulder,V2,1,50.0,43.414359999999995,-89.72501,3,444,12,"Apr13,2020"
137,Vanishing Point,10. Vision Quest/Chode > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/115124284/vanishing-point,3.0,-1,Boulder,V2,1,,43.39887,-89.71191999999999,3,575,10,"Aug24,2018"
138,Basking Pine,Treeless Three > 500 ft. Boulder Field > West Bluff Central > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114175636/basking-pine,3.0,-1,Boulder,V-easy,1,,43.42066,-89.73577,3,604,10,"Mar19,2018"
139,Not Gonna Eat Bark,4. Monolith Ridge - East Side > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112080194/not-gonna-eat-bark,2.8,-1,Boulder,V2,1,,43.42157,-89.72333,8,731,9,"Aug18,2016"
140,Frigid,3. Goosebumps > Ice Age Trail > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/114301631/frigid,3.0,-1,Boulder,V2,1,12.0,43.4253,-89.68943,3,530,9,"Apr26,2018"
141,Youggary,Youggary Pillar > 04. Pork Chop > West Bluff South > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112225689/youggary,3.0,-1,Boulder,V3 PG13,1,20.0,43.416909999999994,-89.73765,3,644,8,"Oct12,2016"
142,Caught Off Guard,Surprise Boulder > 01. Surprise > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112281559/caught-off-guard,3.0,-1,Boulder,V0,1,15.0,43.41005,-89.74219000000001,3,603,8,"Nov1,2016"
143,Buzz Bomb,13. Boomtown > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106622777/buzz-bomb,3.0,-1,Boulder,V1,1,14.0,43.39653,-89.72373,3,564,3,"Dec7,2009"
144,Alexandria,Alexandria > 5. Kite Boulders > 6. Monolith Ridge > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/112295211/alexandria,2.8,-1,Boulder,V1,1,12.0,43.420809999999996,-89.72341,6,719,9,"Nov6,2016"
145,Diamond in the Rough,Diamond in the Rough > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/106921948/diamond-in-the-rough,2.8,-1,Boulder,V1,1,,43.42522,-89.72545,6,1293,8,"Oct12,2010"
146,Welcome Chimney,2. Welcome to the Lake! > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/111401453/welcome-chimney,1.9,-1,Boulder,V-easy,1,12.0,43.42737,-89.72684,25,880,10,"Dec9,2015"
147,Beer Can Full of Roaches.,5. Anarchist (Guillotine) > 07. East of CCC (Guillotine Ridge) > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/107684911/beer-can-full-of-roaches,2.8,-1,"Trad, Boulder",V1,1,15.0,43.41325,-89.71177,6,887,7,"Jul2,2012"
148,Starboard,"Sinking Ship > West Bluff North, lower access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/122561095/starboard,3.0,-1,Boulder,V2-3,1,15.0,43.42661,-89.73521,2,131,13,"Jun12,2022"
149,Quality of Life,10. Hidden Amphitheater > East Bluff South > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122492709/quality-of-life,3.0,-1,Boulder,V3+,1,,43.4183,-89.72674,2,133,13,"May31,2022"
150,Wave Mantle,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/115454700/wave-mantle,2.5,-1,Boulder,V1,1,10.0,43.40436,-89.72961,12,704,13,"Oct22,2018"
151,Scarlet Macaw,Scarlet Macaw > 2. East Bluff North Talus > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/121128031/scarlet-macaw,3.0,-1,Boulder,V1,1,15.0,43.4265,-89.72653000000001,2,215,11,"Aug8,2021"
152,Leopard Cobra,Skillet Creek Wall (Coyote Canyon) > Skillet Creek > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117603928/leopard-cobra,3.0,-1,Boulder,V1,1,19.0,43.43203,-89.75424,2,513,12,"Aug17,2019"
153,The Queen's Wave,Storm Wrack Wall > Steinke Basin > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/120426606/the-queens-wave,3.0,-1,Boulder,V3,1,12.0,43.4294,-89.7228,2,241,10,"Mar22,2021"
154,Slow Dance,The Reserve > 03. The Reserve > South Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/122675395/slow-dance,3.0,-1,Boulder,V2,1,15.0,43.40436,-89.72961,3,122,13,"Jul3,2022"
155,Leopard,Skillet Creek Wall (Coyote Canyon) > Skillet Creek > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/117619099/leopard,3.0,-1,Boulder,V2-3,1,18.0,43.43203,-89.75424,2,456,10,"Aug19,2019"
156,Emperor Penguin,10. Vulture Lookout West > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/115319349/emperor-penguin,3.0,-1,Boulder,V2 R,1,,43.41278,-89.70451,2,581,10,"Sep15,2018"
157,Big Bud North Face,3. Big Bud > 1. North Shore > East Bluff North > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/109704236/big-bud-north-face,2.6,-1,Boulder,V2- PG13,1,,43.42737,-89.72676,10,1013,10,"Nov12,2014"
158,Social Distancing,Double Trouble Pillar > 02. Major Mass > East Bluff South Face > East Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin,https://www.mountainproject.com/route/118666309/social-distancing,3.0,-1,Boulder,V3 PG13,1,,43.413779999999996,-89.72019,2,332,9,"Mar17,2020"
159,Massive Attack,"Massive Attack Buttress > 4.  Gom Jabbar > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/117903077/massive-attack,3.0,-1,Boulder,V2,1,,43.42341,-89.73779,2,379,9,"Oct17,2019"
160,B.I.A.,"2.  Edge of the Earth > West Bluff North, upper access > West Bluff North > West Bluff > Devil's Lake Bouldering > Devil's Lake > Baraboo Range > Wisconsin",https://www.mountainproject.com/route/118695878/bia,3.0,-1,Boulder,V3,1,,43.42476,-89.73767,2,314,8,"Mar25,2020"
